sequence,depth,T_HW_ms,cycles,MMAC,weights,bottlenecks,block_cycles,hw_feasible_on_bitstream,infeasible_at
64-48-16-32-64-64,6,47.030000,4703000,388.224000,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/68400/165600/280800,0,b2 G*Cin=5120
64-64-16-64-64,5,47.101360,4710136,426.700800,12331,PW-DW-DW-PW-PW,1958400/1872868/475668/122400/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-48-48-64,6,47.102640,4710264,357.120000,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/208800/208800/223200,0,b2 G*Cin=5120
64-64-32-16-48-64,6,47.155360,4715536,432.460800,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/82800/102600/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-32-48-64,6,47.174000,4717400,425.548800,15323,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/154800/151200/223200,0,b2 G*Cin=5120
64-48-16-48-48-64,6,47.228000,4722800,380.851200,12219,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/102600/208800/223200,0,b2 G*Cin=5120
64-16-64-48-64-64,6,47.240680,4724068,329.702400,14811,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/266400/223200/280800,0,b2 G*Cin=5120
64-16-64-64-48-64,6,47.240680,4724068,329.702400,14811,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/280800/266400/223200,0,b2 G*Cin=5120
64-64-64-32-32-64,6,47.245360,4724536,477.158400,15835,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/154800/97200/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-32-48-64-64,6,47.246640,4724664,364.492800,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/151200/223200/280800,0,b2 G*Cin=5120
64-32-32-64-48-64,6,47.246640,4724664,357.120000,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/165600/266400/223200,0,b2 G*Cin=5120
64-48-48-64-32-64,6,47.318000,4731800,421.862400,15067,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/223200/154800/165600,0,b2 G*Cin=5120
64-48-64-16-64-64,6,47.318000,4731800,418.176000,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/140400/122400/280800,0,b2 G*Cin=5120
64-48-64-64-16-64,6,47.318000,4731800,418.176000,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/280800/140400/122400,0,b2 G*Cin=5120
64-48-32-32-64-64,6,47.318000,4731800,408.729600,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/97200/165600/280800,0,b2 G*Cin=5120
64-64-32-64-16-64,6,47.353360,4735336,430.848000,12619,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/165600/140400/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-16-48-64-64-64,6,47.355280,4735528,340.761600,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/223200/280800/280800,0,b2 G*Cin=5120
64-64-48-48-64,5,47.389360,4738936,461.952000,14779,PW-DW-DW-PW-PW,1958400/1872868/475668/208800/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-16-48-64,6,47.443360,4744336,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/111600/102600/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-48-32-64,6,47.462000,4746200,425.548800,15323,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/266400/126000/165600,0,b2 G*Cin=5120
64-64-32-48-32-64,6,47.497360,4749736,445.593600,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/151200/126000/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-48-16-64,6,47.497360,4749736,445.593600,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/208800/111600/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-64-32-64,6,47.497360,4749736,430.848000,12619,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/122400/154800/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-32-48-64,6,47.497360,4749736,428.774400,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/68400/151200/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-64-64,5,47.498000,4749800,445.593600,16715,PW-DW-DW-PW-PW,1958400/1872868/356932/280800/280800,0,b2 G*Cin=5120
64-64-32-64-64,5,47.533360,4753336,458.265600,14523,PW-DW-DW-PW-PW,1958400/1872868/475668/165600/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-16-64-64-64,6,47.534640,4753464,364.492800,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/122400/280800/280800,0,b2 G*Cin=5120
64-48-48-32-64-64,6,47.606000,4760600,429.235200,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/126000/165600/280800,0,b2 G*Cin=5120
64-64-16-16-64-64,6,47.641360,4764136,432.460800,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/54000/122400/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-48-48-64,6,47.678640,4767864,377.625600,15067,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/266400/208800/223200,0,b2 G*Cin=5120
64-48-32-48-48-64,6,47.714000,4771400,405.043200,13899,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/151200/208800/223200,0,b2 G*Cin=5120
64-64-64-16-48-64,6,47.731360,4773136,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/140400/102600/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-32-48-64,6,47.785360,4778536,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/97200/151200/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-48-64-64,6,47.822640,4782264,384.998400,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/208800/223200/280800,0,b2 G*Cin=5120
64-32-48-64-48-64,6,47.822640,4782264,381.312000,15323,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/223200/266400/223200,0,b2 G*Cin=5120
64-48-64-32-64-64,6,47.894000,4789400,449.740800,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/154800/165600/280800,0,b2 G*Cin=5120
64-48-64-64-32-64,6,47.894000,4789400,449.740800,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/280800/154800/165600,0,b2 G*Cin=5120
64-64-32-64-32-64,6,47.929360,4792936,462.412800,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/165600/154800/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-64-16-64,6,47.929360,4792936,462.412800,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/223200/140400/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-16-64-64,6,47.929360,4792936,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/82800/122400/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-48-64-64,6,47.948000,4794800,408.729600,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/102600/223200/280800,0,b2 G*Cin=5120
64-16-64-64-64-64,6,47.960680,4796068,361.267200,17003,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/280800/280800/280800,0,b2 G*Cin=5120
64-64-64-48-64,5,47.965360,4796536,489.830400,16715,PW-DW-DW-PW-PW,1958400/1872868/475668/266400/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-32-64-64-64,6,47.966640,4796664,388.684800,15835,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/165600/280800/280800,0,b2 G*Cin=5120
64-48-16-64-48-64,6,48.002000,4800200,397.670400,13387,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/122400/266400/223200,0,b2 G*Cin=5120
64-64-48-32-48-64,6,48.073360,4807336,477.158400,15835,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/126000/151200/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-48-32-64,6,48.073360,4807336,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/208800/126000/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-48-16-64,6,48.073360,4807336,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/266400/111600/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-64-64,5,48.109360,4810936,489.830400,16715,PW-DW-DW-PW-PW,1958400/1872868/475668/223200/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-16-64-64,6,48.217360,4821736,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/111600/122400/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-32-64-64,6,48.217360,4821736,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/68400/165600/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-48-48-64,6,48.290000,4829000,429.235200,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/208800/208800/223200,0,b2 G*Cin=5120
64-64-64-32-48-64,6,48.361360,4836136,501.350400,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/154800/151200/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-48-64-64,6,48.398640,4839864,405.504000,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/266400/223200/280800,0,b2 G*Cin=5120
64-32-64-64-48-64,6,48.398640,4839864,405.504000,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/280800/266400/223200,0,b2 G*Cin=5120
64-64-16-48-48-64,6,48.415360,4841536,445.593600,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/102600/208800/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-32-48-64-64,6,48.434000,4843400,432.921600,15835,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/151200/223200/280800,0,b2 G*Cin=5120
64-48-32-64-48-64,6,48.434000,4843400,425.548800,15323,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/165600/266400/223200,0,b2 G*Cin=5120
64-64-48-64-32-64,6,48.505360,4850536,493.977600,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/223200/154800/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-16-64-64,6,48.505360,4850536,493.977600,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/140400/122400/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-64-16-64,6,48.505360,4850536,493.977600,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/280800/140400/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-32-64-64,6,48.505360,4850536,477.158400,15835,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/97200/165600/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-64-64-64,6,48.542640,4854264,412.876800,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/223200/280800/280800,0,b2 G*Cin=5120
64-64-64-48-32-64,6,48.649360,4864936,501.350400,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/266400/126000/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-64-64,5,48.685360,4868536,521.395200,18907,PW-DW-DW-PW-PW,1958400/1872868/475668/280800/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-64-64-64,6,48.722000,4872200,429.235200,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/122400/280800/280800,0,b2 G*Cin=5120
64-64-48-32-64-64,6,48.793360,4879336,501.350400,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/126000/165600/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-48-48-64,6,48.866000,4886600,453.427200,17259,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/266400/208800/223200,0,b2 G*Cin=5120
64-64-32-48-48-64,6,48.901360,4890136,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/151200/208800/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-48-64-64,6,49.010000,4901000,457.113600,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/208800/223200/280800,0,b2 G*Cin=5120
64-48-48-64-48-64,6,49.010000,4901000,453.427200,17259,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/223200/266400/223200,0,b2 G*Cin=5120
64-64-64-32-64-64,6,49.081360,4908136,525.542400,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/154800/165600/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-64-32-64,6,49.081360,4908136,525.542400,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/280800/154800/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-64-64-64,6,49.118640,4911864,437.068800,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/280800/280800/280800,0,b2 G*Cin=5120
64-64-16-48-64-64,6,49.135360,4913536,473.472000,15579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/102600/223200/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-32-64-64-64,6,49.154000,4915400,457.113600,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/165600/280800/280800,0,b2 G*Cin=5120
64-64-16-64-48-64,6,49.189360,4918936,462.412800,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/122400/266400/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-48-48-64,6,49.477360,4947736,501.350400,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/208800/208800/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-48-64-64,6,49.586000,4958600,481.305600,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/266400/223200/280800,0,b2 G*Cin=5120
64-48-64-64-48-64,6,49.586000,4958600,481.305600,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/280800/266400/223200,0,b2 G*Cin=5120
64-64-32-48-64-64,6,49.621360,4962136,501.350400,17515,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/151200/223200/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-64-48-64,6,49.621360,4962136,493.977600,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/165600/266400/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-64-64-64,6,49.730000,4973000,484.992000,19451,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/223200/280800/280800,0,b2 G*Cin=5120
64-64-16-64-64-64,6,49.909360,4990936,493.977600,17003,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/122400/280800/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-48-48-64,6,50.053360,5005336,529.228800,19451,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/266400/208800/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-48-64-64,6,50.197360,5019736,529.228800,19451,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/208800/223200/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-64-48-64,6,50.197360,5019736,525.542400,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/223200/266400/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-64-64-64-64,6,50.306000,5030600,512.870400,21387,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/280800/280800/280800,0,b2 G*Cin=5120
64-64-32-64-64-64,6,50.341360,5034136,525.542400,19195,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/165600/280800/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-48-64-64,6,50.773360,5077336,557.107200,21387,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/266400/223200/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-64-48-64,6,50.773360,5077336,557.107200,21387,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/280800/266400/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-64-64-64,6,50.917360,5091736,557.107200,21387,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/223200/280800/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-64-64-64-64,6,51.493360,5149336,588.672000,23579,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/280800/280800/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
